 2015-16 , 1,  SOC171A , 150001
 2015-16 , 1,  PHY103A , 150001
 2015-16 , 1,  PE101A , 150001
 2015-16 , 1,  MTH101A , 150001
 2015-16 , 1,  ESC101A , 150001
 2015-16 , 1,  CHM101A , 150001
 2015-16 , 2,  TA101A , 150001
 2015-16 , 2,  PHY102A , 150001
 2015-16 , 2,  PHY101A , 150001
 2015-16 , 2,  PE102A , 150001
 2015-16 , 2,  MTH102A , 150001
 2015-16 , 2,  LIF101A , 150001
 2015-16 , 2,  CHM102A , 150001
 2016-17 , 1,  COM200 , 150001
 2016-17 , 1,  ENG123A , 150001
 2016-17 , 1,  ESO202A , 150001
 2016-17 , 1,  ESO205A , 150001
 2016-17 , 1,  MSE201A , 150001
 2016-17 , 1,  MSO203B , 150001
 2016-17 , 1,  TA202A , 150001
 2016-17 , 2,  ESC201A , 150001
 2016-17 , 2,  MSE202A , 150001
 2016-17 , 2,  MSE203A , 150001
 2016-17 , 2,  MSE204A , 150001
 2016-17 , 2,  PSO201A , 150001
 2016-17 , 2,  TA201A , 150001
 2016-17 , 3,  ECO201A , 150001
 2016-17 , 3,  ESO208A , 150001
 2017-18 , 1,  ESO207A , 150001
 2017-18 , 1,  MSE300A , 150001
 2017-18 , 1,  MSE301A , 150001
 2017-18 , 1,  MSE302A , 150001
 2017-18 , 1,  MSE303A , 150001
 2017-18 , 1,  MSE311A , 150001
 2017-18 , 1,  MSE313A , 150001
 2017-18 , 1,  SOC482A , 150001
 2017-18 , 2,  CS786A , 150001
 2017-18 , 2,  MSE202A , 150001
 2017-18 , 2,  MSE304A , 150001
 2017-18 , 2,  MSE305A , 150001
 2017-18 , 2,  MSE312A , 150001
 2017-18 , 2,  MSE314A , 150001
 2017-18 , 2,  MSE315A , 150001
 2017-18 , 2,  MSE624A , 150001
 2018-19 , 1,  ES658A , 150001
 2018-19 , 1,  IDC603A , 150001
 2018-19 , 1,  MSE658A , 150001
 2018-19 , 1,  MSE670A , 150001
 2018-19 , 1,  MSE682A , 150001
 2018-19 , 1,  PHY305A , 150001
 2018-19 , 2,  ENG438A , 150001
 2018-19 , 2,  MSE421A , 150001
 2018-19 , 2,  MSE683A , 150001
 2018-19 , 2,  CGS603A , 150001
 2018-19 , 2,  MTH628A , 150001
 2015-16 , 1,  TA101A , 150002
 2015-16 , 1,  SOC171B , 150002
 2015-16 , 1,  PHY102A , 150002
 2015-16 , 1,  PHY101A , 150002
 2015-16 , 1,  PE101A , 150002
 2015-16 , 1,  MTH101A , 150002
 2015-16 , 1,  LIF101A , 150002
 2015-16 , 2,  PHY103A , 150002
 2015-16 , 2,  PE102A , 150002
 2015-16 , 2,  MTH102A , 150002
 2015-16 , 2,  ESC101A , 150002
 2015-16 , 2,  CHM102A , 150002
 2015-16 , 2,  CHM101A , 150002
 2016-17 , 1,  COM200 , 150002
 2016-17 , 1,  EE200A , 150002
 2016-17 , 1,  ESC201A , 150002
 2016-17 , 1,  ESO207A , 150002
 2016-17 , 1,  MSO202A , 150002
 2016-17 , 1,  MSO203B , 150002
 2016-17 , 1,  TA201A , 150002
 2016-17 , 2,  ART105A , 150002
 2016-17 , 2,  EE210A , 150002
 2016-17 , 2,  EE250A , 150002
 2016-17 , 2,  ESO203A , 150002
 2016-17 , 2,  MSO201A , 150002
 2016-17 , 2,  TA202A , 150002
 2016-17 , 3,  ESO207A , 150002
 2017-18 , 1,  EE320A , 150002
 2017-18 , 1,  EE330A , 150002
 2017-18 , 1,  EE370A , 150002
 2017-18 , 1,  EE380A , 150002
 2017-18 , 1,  EE390A , 150002
 2017-18 , 1,  PHY305A , 150002
 2017-18 , 2,  EE301A , 150002
 2017-18 , 2,  EE321A , 150002
 2017-18 , 2,  EE340A , 150002
 2017-18 , 2,  EE381A , 150002
 2017-18 , 2,  ENG438A , 150002
 2017-18 , 2,  MTH511A , 150002
 2018-19 , 1,  CS685A , 150002
 2018-19 , 1,  EE610A , 150002
 2018-19 , 1,  ENG460A , 150002
 2018-19 , 1,  IME692A , 150002
 2018-19 , 2,  ENG439A , 150002
 2018-19 , 2,  EE698N , 150002
 2018-19 , 2,  EE416A , 150002
 2018-19 , 2,  ENG743A , 150002
 2018-19 , 2,  ART401A , 150002
 2018-19 , 2,  EE609A , 150002
 2018-19 , 2,  MTH628A , 150002
 2015-16 , 1,  PHY103A , 150003
 2015-16 , 1,  PE101A , 150003
 2015-16 , 1,  MTH101A , 150003
 2015-16 , 1,  ESC101A , 150003
 2015-16 , 1,  ENG124A , 150003
 2015-16 , 1,  CHM101A , 150003
 2015-16 , 2,  TA101A , 150003
 2015-16 , 2,  PHY102A , 150003
 2015-16 , 2,  PHY101A , 150003
 2015-16 , 2,  PE102A , 150003
 2015-16 , 2,  MTH102A , 150003
 2015-16 , 2,  LIF101A , 150003
 2015-16 , 2,  CHM102A , 150003
 2016-17 , 1,  ART105A , 150003
 2016-17 , 1,  CHE251A , 150003
 2016-17 , 1,  ESO201A , 150003
 2016-17 , 1,  ESO208A , 150003
 2016-17 , 1,  TA202A , 150003
 2016-17 , 2,  CHE211A , 150003
 2016-17 , 2,  CHE221A , 150003
 2016-17 , 2,  CHE261A , 150003
 2016-17 , 2,  COM200 , 150003
 2016-17 , 2,  CSO202A , 150003
 2016-17 , 2,  ESC201A , 150003
 2016-17 , 2,  TA201A , 150003
 2016-17 , 3,  ESO207A , 150003
 2017-18 , 1,  CHE300A , 150003
 2017-18 , 1,  CHE312A , 150003
 2017-18 , 1,  CHE313A , 150003
 2017-18 , 1,  CHE352A , 150003
 2017-18 , 1,  ESO205A , 150003
 2017-18 , 1,  PSY468A , 150003
 2017-18 , 2,  CHE331A , 150003
 2017-18 , 2,  CHE381A , 150003
 2017-18 , 2,  CHE391A , 150003
 2017-18 , 2,  CHE611A , 150003
 2017-18 , 2,  CHE621A , 150003
 2017-18 , 2,  PHI447A , 150003
 2018-19 , 1,  CHE453A , 150003
 2018-19 , 1,  CHE492A , 150003
 2018-19 , 1,  MBA606A , 150003
 2018-19 , 1,  MBA664A , 150003
 2018-19 , 1,  PHY305A , 150003
 2018-19 , 2,  PSY451A , 150003
 2018-19 , 2,  HSO201A , 150003
 2018-19 , 2,  IME634A , 150003
 2018-19 , 2,  CHE688A , 150003
 2018-19 , 2,  CHE659A , 150003
 2015-16 , 1,  TA101A , 150004
 2015-16 , 1,  PSY151A , 150004
 2015-16 , 1,  PHY102A , 150004
 2015-16 , 1,  PHY101A , 150004
 2015-16 , 1,  PE101A , 150004
 2015-16 , 1,  MTH101A , 150004
 2015-16 , 1,  LIF101A , 150004
 2015-16 , 2,  PHY103A , 150004
 2015-16 , 2,  PE102A , 150004
 2015-16 , 2,  MTH102A , 150004
 2015-16 , 2,  ESC101A , 150004
 2015-16 , 2,  CHM102A , 150004
 2015-16 , 2,  CHM101A , 150004
 2015-16 , 3,  ECO101A , 150004
 2016-17 , 1,  COM200 , 150004
 2016-17 , 1,  EE200A , 150004
 2016-17 , 1,  ESC201A , 150004
 2016-17 , 1,  ESO207A , 150004
 2016-17 , 1,  MSO202A , 150004
 2016-17 , 1,  MSO203B , 150004
 2016-17 , 1,  TA201A , 150004
 2016-17 , 2,  EE210A , 150004
 2016-17 , 2,  EE250A , 150004
 2016-17 , 2,  ESO203A , 150004
 2016-17 , 2,  MSO201A , 150004
 2016-17 , 2,  TA202A , 150004
 2017-18 , 1,  CS771A , 150004
 2017-18 , 1,  EE320A , 150004
 2017-18 , 1,  EE330A , 150004
 2017-18 , 1,  EE370A , 150004
 2017-18 , 1,  EE380A , 150004
 2017-18 , 1,  EE390A , 150004
 2017-18 , 2,  CS671A , 150004
 2017-18 , 2,  EE301A , 150004
 2017-18 , 2,  EE321A , 150004
 2017-18 , 2,  EE340A , 150004
 2017-18 , 2,  EE381A , 150004
 2017-18 , 2,  PSY499A , 150004
 2018-19 , 1,  BSE656A , 150004
 2018-19 , 1,  CGS601A , 150004
 2018-19 , 1,  ECO221A , 150004
 2018-19 , 1,  EE491A , 150004
