,Year,Semester,Course,Total Students,Course Name,Average_Grade
1551,2017-18,2,PHY524A,27,INTRODUCTION TO ATOMIC AND NUCLEAR PHYSICS,6.22222222222222
1552,2017-18,2,CHM402A,56,ORGANIC CHEMISTRY II,8.5
1553,2017-18,2,LIF101A,419,INTRODUCTION TO BIOLOGY,6.98806682577566
1554,2017-18,2,AE351A,51,EXPERIMENTS IN AEROSPACE ENGINEERING -II,7.96078431372549
1555,2017-18,2,AE361A,52,AEROMODEL DESIGN & FABRICATION,9.34615384615385
1556,2017-18,2,AE322A,50,FLIGHT MECHANICS- II,7.4
1557,2017-18,2,MTH309A,45,PROBABILITY THEORY,6.35555555555555
1558,2017-18,2,EE677A,40,MIMO WIRELESS COMMUNICATION,8.4
1559,2017-18,2,CHM443A,44,INORGANIC CHEMISTRY LAB,9.90909090909091
1560,2017-18,2,MTH418A,44,INFERENCE -I,5.27272727272727
1561,2017-18,2,TA101A,404,ENGINEERING GRAPHICS,7.92574257425743
1562,2017-18,2,CHM646A,44,BIO-INORGANIC CHEMISTRY,8.72727272727273
1563,2017-18,2,EE681A,15,COMPACT MODELING,7.33333333333333
1564,2017-18,2,EE658A,33,"FUZZY SET, LOGIC & SYSTEMS & APPLICATIONS",9.03030303030303
1565,2017-18,2,EE698S,16,ANALYSIS OF MODERN WIRELESS NETWORK,8.25
1566,2017-18,2,MBA747A,31,BUSINESS MANAGEMENT USING CLOUD,8.96774193548387
1567,2017-18,2,MBA742A,21,ERP: A MANAGERIAL PERSPECTIVE,9.04761904761905
1568,2017-18,2,MBA716A,26,INTRODUCTION TO CORPORATIONS,8.23076923076923
1569,2017-18,2,MSE204A,76,INTRODUCTION OF BIOMATERIALS,6.28947368421053
1570,2017-18,2,CE262A,102,ENGINEERING HYDRAULICS,6.74509803921569
1571,2017-18,2,MTH308B,53,NUMERICAL ANALYSIS AND SCIENTIFIC COMPUTING-I,7.24528301886792
1572,2017-18,2,MTH516A,43,NON-PARAMETRIC INFERENCE,6.83720930232558
1573,2017-18,2,CHM481A,50,BIOSYSTEMS,6.64
1574,2017-18,2,CHM344A,19,INORGANIC CHEMISTRY LABORATORY EXPERIMENTS,9.78947368421053
1575,2017-18,2,CE332A,49,SURVEY CAMP,7.55102040816327
1576,2017-18,2,CE242A,102,CIVIL ENGINEERING MATERIALS,6.49019607843137
1577,2017-18,2,CHM636A,20,PHYSICAL PHOTOCHEMISTRY,8.8
1578,2017-18,2,PHY682A,34,CONCEPTS OF PLASMA PHYSICS,6
1579,2017-18,2,ECO221A,42,MACROECONOMICS I,8.28571428571429
1580,2017-18,2,ME222A,101,NATURE AND PROPERTIES OF MATERIALS,7.8019801980198
1581,2017-18,2,CHM612A,23,FRONTIERS IN ORGANIC CHEMISTRY,8.52173913043478
1582,2017-18,2,CHM700,39,PROJECT,10
1583,2017-18,2,ES315A,18,IGNEOUS & METAMORPHIC PETROLOGY,7.44444444444445
1584,2017-18,2,ES313A,18,GEOMORPHOLOGY AND EARTH SURFACE PROCESSES,5.44444444444445
1585,2017-18,2,CHM222A,18,BASIC PHYSICAL CHEMISTRY,6.88888888888889
1586,2017-18,2,CHM101A,422,CHEMISTRY LABORATORY,9.81516587677725
1587,2017-18,2,AE698A,25,INTRO TO VIRTUAL INSTRUMENTATION,8.48
1588,2017-18,2,EE644A,16,ELECTROMAGNETIC INTERFERENCE AND COMPATIBILITY TECHNIQUES,8.375
1589,2017-18,2,MTH611A,27,ALGEBRA II,7.40740740740741
1590,2017-18,2,MSE616A,31,THERMODYNAMICS OF MATERIALS,8.7741935483871
1591,2017-18,2,MSE617A,32,MATHEMATICS AND COMPUTATIONAL METHODS,8.6875
1592,2017-18,2,MTH514A,44,MULTIVARIATE ANALYSIS,7.86363636363636
1593,2017-18,2,IME637A,19,ADVANCED DECISION MODELS,7.47368421052632
1594,2017-18,2,CS602A,67,DESIGN AND ANALYSIS OF ALGORITHMS,6.86567164179104
1595,2017-18,2,PHY566A,33,M.SC. PROJECT III,7.87878787878788
1596,2017-18,2,PHY568A,32,M.SC. PROJECT IV,9.1875
1597,2017-18,2,MBA652A,79,STATISTICAL MODELLING FOR BUSINESS ANALYTICS,8.07594936708861
1598,2017-18,2,MBA702A,39,CAPSTONE PROJECT II,8.46153846153846
1599,2017-18,2,MBA704A,39,CAPSTONE PROJECT IV,8.41025641025641
1600,2017-18,2,MBA703A,39,CAPSTONE PROJECT III,8.92307692307692
1601,2017-18,2,MBA732A,59,PRODUCT STRATEGY AND MANAGEMENT,8.64406779661017
1602,2017-18,2,MBA771A,27,SECURITY ANALYSIS & PORTFOLIO MANAGEMENT,7.92592592592593
1603,2017-18,2,MBA782A,22,"RENEWABLE ENERGY - ECONOMICS, POLICY AND REGULATION",7.72727272727273
1604,2017-18,2,CE667A,21,PRINCIPLES OF ENVIROMENTAL MANAGEMENT,7.14285714285714
1605,2017-18,2,EE633A,25,ELECTRIC POWER SYSTEM OPERATION AND  MGMT. UNDER RESTRUCTURED ENVIRONMENT,8.24
1606,2017-18,2,ME698F,17,HYDRODYNAMICS INSTABILITY,8.35294117647059
1607,2017-18,2,MTH513A,41,ANALYSIS OF VARIANCE,8.19512195121951
1608,2017-18,2,AE612A,15,AERODYNAMICS II,7.2
1609,2017-18,2,CE668A,16,ENVIRONMENTAL QUALITY & POLLUTION MONITORING TECHNIQUES,8.5
1610,2017-18,2,EE648A,15,MICROWAVE CIRCUITS,8.53333333333333
1611,2017-18,2,MBA775A,30,ADVANCED CORPORATE FINANCE,8.86666666666667
1612,2017-18,2,MBA661A,53,PRODUCTION AND OPERATIONS MANAGEMENT,7.50943396226415
1613,2017-18,2,DES682A,16,DESIGN PROJECT II,8.75
1614,2017-18,2,DES601A,16,DESIGN THEORY,7.75
1615,2017-18,3,MBA631A,69,MARKETING MANAGEMENT,7.44927536231884
1616,2017-18,3,PHY102A,67,PHYSICS-I,6.80597014925373
1617,2017-18,3,ART401A,96,APPRECIATING FAR-EASTERN CINEMA,7.8125
1618,2017-18,3,ART707A,96,INTRODUCTION TO CHINESE CINEMA,8.20833333333333
1619,2017-18,3,ECO101A,144,INTRODUCTION TO ECONOMICS,7.875
1620,2017-18,3,BSE411A,89,BIOMATERIALS,7.8876404494382
1621,2017-18,3,ECO506A,112,BEHAVIOURAL AND EXPERIMENTAL ECONOMICS,6.875
1622,2017-18,3,MSO202A,108,COMPLEX VARIABLES,6.05555555555555
1623,2017-18,3,PSO201A,32,QUANTUM PHYSICS,7.25
1624,2017-18,3,CHM203A,101,BASIC ORGANIC CHEMISTRY-I,5.5049504950495
1625,2017-18,3,ECO201A,130,MICROECONOMICS I,6.96923076923077
1626,2017-18,3,ECO413A,129,INDIAN ECONOMIC PROBLEMS,8.65116279069767
1627,2017-18,3,ECO523A,88,ECONOMIC GROWTH THEORY AND PRACTICE,6.36363636363636
1628,2017-18,3,PHI455A,113,PHILOSOPHICAL LOGIC,7.1858407079646
1629,2017-18,3,MSE694A,48,NANOSTRUCTURES AND NANOMATERIALS: CHARACTERIZATION AND PROPERTIES,6.83333333333333
1630,2017-18,3,MBA665A,50,MANUFACTURING PLANNING AND CONTROL,6.6
1631,2017-18,3,MTH403A,54,COMPLEX ANALYSIS,7.03703703703704
1632,2017-18,3,ESO201A,74,THERMODYNAMICS,6.24324324324324
1633,2017-18,3,ECO580A,32,WTO ISSUES AND TRADE FACILITATION,6
1634,2017-18,3,PHY204A,24,QUANTUM PHYSICS,7.66666666666667
1635,2017-18,3,CS664A,31,IOT SYSTEM DESIGN,8.12903225806452
1636,2017-18,3,MBA697A,52,SUMMER PROJECT,8.61538461538462
1637,2018-19,1,ESO213A,179,FUNDAMENTALS OF EARTH SCIENCES,5.96648044692738
1638,2018-19,1,CS330A,98,OPERATING SYSTEMS,6.71428571428571
1639,2018-19,1,CS345A,107,ALGORITHMS -II,6.76635514018692
1640,2018-19,1,ESO208A,300,COMPUTATIONAL METHODS IN ENGINEERING,6.79333333333333
1641,2018-19,1,MBA634A,60,CONSUMER BEHAVIOUR,7.8
1642,2018-19,1,AE471A,37,B TECH PROJECT,7.35135135135135
1643,2018-19,1,AE673A,22,ROCKET AND MISSILE STRUCTURES,7
1644,2018-19,1,BSE211A,98,"ORGAN SYSTEM, PHYSIOLOGY AND ANATOMY",8.85714285714286
1645,2018-19,1,PHY102A,468,PHYSICS-I,6.38888888888889
1646,2018-19,1,EE330A,142,POWER SYSTEMS,6.63380281690141
1647,2018-19,1,EE601A,26,MATHEMATICAL METHODS IN SIGNAL PROCESSING,9.23076923076923
1648,2018-19,1,ESO202A,189,MECHANICS OF SOLIDS,6.23280423280423
1649,2018-19,1,ME401A,112,ENERGY SYSTEMS-II,7.01785714285714
1650,2018-19,1,PHY103A,437,PHYSICS-II,6.45766590389016
1651,2018-19,1,ESO206A,113,PRINCIPLES OF BIOTECHNOLOGY,5.30973451327434
1652,2018-19,1,CS425A,98,COMPUTER NETWORKS,7.75510204081633
1653,2018-19,1,ME352A,102,THEORY OF MECHANISMS & MACHINES,6.49019607843137
1654,2018-19,1,PHI450A,75,PHILOSOPHICAL AESTHETICS,6.53333333333333
1655,2018-19,1,PHY305A,215,PHYSICS OF UNIVERSE,5.81395348837209
1656,2018-19,1,PHY407A,21,SPECIAL & GENERAL RELATIVITY,7.61904761904762
1657,2018-19,1,PSY468A,69,SOCIAL COGNITION,7.59420289855072
1658,2018-19,1,ECO321A,48,MACROECONOMICS-II,8.83333333333333
1659,2018-19,1,ECO341A,47,ECONOMETRICS I,6.42553191489362
1660,2018-19,1,ECO411A,36,INDUSTRIAL ECONOMICS,7.77777777777778
1661,2018-19,1,MTH101A,904,MATHEMATICS I,6.38716814159292
1662,2018-19,1,CE634A,43,GROUND IMPROVEMENT TECHNIQUES,6.41860465116279
1663,2018-19,1,PSY454A,82,SOCIAL PSYCHOLOGY,7.07317073170732
1664,2018-19,1,CHE352A,77,CHEMICAL PROCESS SIMULATION LAB,5.97402597402597
1665,2018-19,1,BSE492A,20,"METHODS IN BIOTECHNOLOGY-I, EXPERIMENTAL BIOSEPERATION",6.7
1666,2018-19,1,TA101A,463,ENGINEERING GRAPHICS,7.16198704103672
1667,2018-19,1,EE650A,43,BASICS OF MODERN CONTROL SYSTEMS,8.23255813953488
1668,2018-19,1,EE698X,50,POWER CONVERTERS FOR CONSUMER ELECTRONIC,8.2
1669,2018-19,1,MSE303A,85,ELECTRONIC & MAGNETIC PROPERTIES OF MATERIALS,5.95294117647059
1670,2018-19,1,EE670A,78,WIRELESS COMMUNICATIONS,8.28205128205128
1671,2018-19,1,EE673A,17,DIGITAL COMMUNICATION NETWORKS,6
1672,2018-19,1,SOC473A,142,INDIAN SOCIETY AND CULTURE,6.88732394366197
1673,2018-19,1,CS202A,120,MATHEMATICS FOR COMPUTER SCIENCE -II,6.51666666666667
1674,2018-19,1,CS252A,101,COMPUTING LABORATORY II,7.36633663366337
1675,2018-19,1,CS340A,97,THEORY OF COMPUTATION,5.42268041237113
1676,2018-19,1,ECO755A,19,CONTRACT THEORY,7.68421052631579
1677,2018-19,1,MSE670A,59,SOLIDIFICATION PROCESSING,7.93220338983051
1678,2018-19,1,MBA623A,20,STRATEGIC MANAGEMENT,7.8
1679,2018-19,1,ME340A,37,INTRODUCTION TO REFRIGERATION AND AIR CONDITIONING,7.51351351351351
1680,2018-19,1,CE441B,114,CONSTRUCTION MANAGEMENT,6
1681,2018-19,1,CE666A,82,AIR POLLUTION AND ITS CONTROL,6.85365853658537
1682,2018-19,1,BSE311A,42,MOLECULAR CELL BIOLOGY,5.57142857142857
1683,2018-19,1,CS350A,20,PRINCIPLES OF PROGRAMMING LANGAUGES,7.1
1684,2018-19,1,PHY552A,67,CLASSICAL ELECTRODYNAMICS I,5.16417910447761
1685,2018-19,1,MSO203B,448,PARTIAL DIFFERENTIAL EQUATIONS,6.38839285714286
1686,2018-19,1,EE320A,141,PRINCIPLES OF COMMUNICATION,6.68085106382979
1687,2018-19,1,IDC603A,65,ENGLISH PROFICIENCY AND SCHOLARLY COMMUNICATION,6.70769230769231
1688,2018-19,1,MTH428A,60,MATHEMATICAL METHODS,7.83333333333333
1689,2018-19,1,PHI446A,72,PHILOSOPHY OF SCIENCE,8.05555555555556
1690,2018-19,1,CS201A,110,MATHEMATICS FOR COMPUTER SCIENCE -I,7.27272727272727
1691,2018-19,1,SOC479A,79,"POPULATION, ECONOMY AND SOCIETY",7.31645569620253
1692,2018-19,1,ESO205A,167,NATURE AND PROPERTIES OF MATERIALS,7.47305389221557
1693,2018-19,1,ESO207A,268,DATA STRUCTURE & ALGORITHM,7.25373134328358
1694,2018-19,1,MTH401A,50,THEORY OF COMPUTATION,6.92
1695,2018-19,1,MTH403A,37,COMPLEX ANALYSIS,6.91891891891892
1696,2018-19,1,ENG460A,123,AUTOBIOGRAPHICAL LITERATURE,7.5609756097561
1697,2018-19,1,CE213A,81,INTRODUCTION TO ENVIRONMENTAL SCIENCE,8.14814814814815
1698,2018-19,1,MSE671A,44,HEAT TREATMENT AND SURFACE HARDENING,8.36363636363636
1699,2018-19,1,ESO209A,207,DYNAMICS,6.71497584541063
1700,2018-19,1,ME301A,105,ENERGY SYSTEMS I,6.72380952380952
1701,2018-19,1,ME321A,104,ADVANCE MECHANICS OF SOLIDS,6.30769230769231
1702,2018-19,1,ME685A,49,APPLIED NUMERICAL METHODS,6.12244897959184
1703,2018-19,1,MTH302A,65,SET THEORY & LOGIC,6.06153846153846
1704,2018-19,1,MTH305A,80,SEVERAL VARIABLE CALCULUS & DEFFERENTIAL GEOMETRY,6.125
1705,2018-19,1,MTH523A,53,FLUID MECHANICS,5.92452830188679
1706,2018-19,1,EE370A,140,DIGITAL ELECTRONICS,7.01428571428571
1707,2018-19,1,ME762A,73,INTRODUCTION TO ROBOTICS,7.26027397260274
1708,2018-19,1,MSE658A,51,DISLOCATIONS AND PLASTICITY,6.7843137254902
1709,2018-19,1,ESO204A,270,FLUID MECHANICS AND RATE PROCESSES,6.99259259259259
1710,2018-19,1,PHY461A,51,EXPERIMENTAL PHYSICS I,7.45098039215686
1711,2018-19,1,PHY681A,30,QUANTUM FIELD THEORY,8
1712,2018-19,1,IME603A,28,INTRODUCTION TO COMPUTING,6.78571428571429
1713,2018-19,1,IME605A,42,OPERATIONS RESEARCH FOR MANAGEMENT,7.80952380952381
1714,2018-19,1,MSE642A,36,MICROSCOPY AND MICROANALYSIS OF MATERIALS,8.16666666666667
1715,2018-19,1,BSE656A,79,NEUROBIOLOGY,8.10126582278481
1716,2018-19,1,CS203B,106,MATHEMATICS FOR COMPUTER SCIENCE -III,7.22641509433962
1717,2018-19,1,CS771A,269,INTRODUCTION TO MACHINE LEARNING,8.34944237918216
1718,2018-19,1,ESC201A,453,INTRODUCTION TO ELECTRONICS,7.46136865342163
1719,2018-19,1,PHY670A,17,EVOLUTIONARY GAME DYNAMICS,7.05882352941176
1720,2018-19,1,ECO741A,16,PRODUCTION ECONOMICS,7.25
1721,2018-19,1,EE616A,46,SEMICONDUCTOR DEVICE MODELLING,7.1304347826087
1722,2018-19,1,CE651A,67,SPECIAL CONCRETES,6.80597014925373
1723,2018-19,1,LIF101A,481,INTRODUCTION TO BIOLOGY,7.81704781704782
1724,2018-19,1,ME251A,130,ENGINEERING DESIGN AND GRAPHICS,8.64615384615385
1725,2018-19,1,ME361A,112,MANUFACTURING SCIENCE & TECHNOLOGY,7.10714285714286
1726,2018-19,1,AE618A,29,FINITE ELEMENT METHODS FOR FLUID DYNAMICS,8.27586206896552
1727,2018-19,1,ESO201A,375,THERMODYNAMICS,6.928
1728,2018-19,1,ME772A,47,MECHATRONICS,8.85106382978723
1729,2018-19,1,MTH201A,98,A FIRST COURSE IN LINEAR ALGEBRA,5.3469387755102
1730,2018-19,1,ART402A,61,MODERN ART,7.70491803278688
1731,2018-19,1,ECO301A,47,MICROECONOMICS II,7.14893617021277
1732,2018-19,1,ME623A,45,FINITE ELEMENT METHODS IN ENGINEERING MECHANICS,7.28888888888889
1733,2018-19,1,ME630A,37,COMPUTATIONAL FLUID DYNAMICS AND HEAT TRANSFER,7.02702702702703
1734,2018-19,1,CHE312A,81,HEAT TRANSFER & ITS APPLICATIONS,6.88888888888889
1735,2018-19,1,CHE463A,50,ELECTRONIC POLYMERIC & CERAMIC MATERIALS & PROCESSING,7.04
1736,2018-19,1,MTH415A,51,MATRIX THEORY AND LINEAR ESTIMATION,5.84313725490196
1737,2018-19,1,SOC484A,43,SOCIOLOGY OF THE NEW MEDIA,7.34883720930233
1738,2018-19,1,EE200A,174,"SIGNALS, SYSTEMS & NETWORKS",7.20689655172414
1739,2018-19,1,MSO202A,301,COMPLEX VARIABLES,6.0531561461794
1740,2018-19,1,CS727A,49,TIPICS IN INTERNET TECHNOLOGIES,8.08163265306122
1741,2018-19,1,CS631A,37,CYBER SECURITY OF CRITICAL INFRASTRUCTURES,8
1742,2018-19,1,CS685A,145,DATA MINING,7.21379310344828
1743,2018-19,1,PHY441A,42,ELECTRONICS,7.33333333333333
1744,2018-19,1,CS498A,26,UNDER GRADUATE PROJECT-III,9.30769230769231
1745,2018-19,1,MBA647A,38,BUSINESS PROCESS MANAGEMENT,8.10526315789474
1746,2018-19,1,CE621A,54,ENGINEERING MECHANICS,7.2962962962963
1747,2018-19,1,CE371A,95,DESIGN OF STEEL STRUCTURES,6.56842105263158
1748,2018-19,1,EE610A,97,ANALOG/DIGITAL VLSI CIRCUITS,6.57731958762887
1749,2018-19,1,MTH405A,16,FUNCTIONAL ANALYSIS,6.5
1750,2018-19,1,PHY401A,71,CLASSICAL MECHANICS I,6.84507042253521
1751,2018-19,1,ENG777A,21,PERSPECTIVES OF THE POSTHUMAN AND / IN THE ANTHROPOCENE,8
1752,2018-19,1,CS646A,36,PARALLEL ALGORITHMS,8.44444444444444
1753,2018-19,1,ECO221A,92,MACROECONOMICS I,8.19565217391304
1754,2018-19,1,ESC101A,457,FUNDAMENTAL OF COMPUTING,7.75054704595186
1755,2018-19,1,ART705A,21,MODERN FAR-EASTERN ART,9.14285714285714
1756,2018-19,1,ES658A,43,NATURAL HAZARDS,7.11627906976744
1757,2018-19,1,ECO201A,62,MICROECONOMICS I,6.64516129032258
1758,2018-19,1,MTH412A,74,APPLIED STOCHASTIC PROCESS,5.75675675675676
1759,2018-19,1,PHY224A,44,OPTICS,7.95454545454545
1760,2018-19,1,CE606A,24,OPTIMIZATION METHODS FOR CIVIL ENGINEERS,7.91666666666667
1761,2018-19,1,EE380A,128,ELECTRICAL ENGINEERING LAB I,8.984375
1762,2018-19,1,CHM676A,17,INTRODUCTION TO BIONANOTECHNOLOGY,8.94117647058824
1763,2018-19,1,ART106A,87,ELEMENTS OF VISUAL REPRESENTATION,8.22988505747126
1764,2018-19,1,CE451A,62,APPLICATION OF GEOTECHNICAL ENGINEERING,6.83870967741936
1765,2018-19,1,EE602A,44,STATISTICAL SIGNAL PROCESSING-I,7.86363636363636
1766,2018-19,1,PSY451A,87,PSYCHOLOGY OF ADJUSTMENT,7.58620689655172
1767,2018-19,1,CHE492A,74,UNIT OPERATIONS AND PROCESS CONTROL LABORATORY,6.97297297297297
1768,2018-19,1,CHM621A,49,CHEMICAL BINDING,8.12244897959184
1769,2018-19,1,CHM101A,431,CHEMISTRY LABORATORY,9.96287703016241
1770,2018-19,1,SOC173A,88,INTRODUCTION TO INDIAN SOCIETY,6.5
1771,2018-19,1,CE481A,24,TRANSPORTATION FACILITIES DESIGN,5.91666666666667
1772,2018-19,1,CHM503A,43,ORGANIC PREPARATION LAB,8.83720930232558
1773,2018-19,1,MSE659A,21,POWDER METALLURGY,8.95238095238095
1774,2018-19,1,CS711A,63,INTRODUCTION TO GAME THEORY AND MECHANISM DESIGN,8.31746031746032
1775,2018-19,1,CE361A,106,ENGINEERING HYDROLOGY,6.0377358490566
1776,2018-19,1,EE491A,30,UNDER GRADUATE PROJECT -III,9.13333333333333
1777,2018-19,1,ENG123A,74,INTRODUCTION TO LITERATURE,7.32432432432433
1778,2018-19,1,MSE302A,71,MECHANICAL BEHAVIOUR OF MATERIALS,6.70422535211268
1779,2018-19,1,ESO203A,18,INTRODUCTION TO ELECTRICAL ENGINEERING,6.33333333333333
1780,2018-19,1,ME641A,78,CONDUCTION AND RADIATION,6.46153846153846
1781,2018-19,1,IME636A,22,INTRODUCTION TO GAME THEORY,6.72727272727273
1782,2018-19,1,EE614A,29,SOLID STATE DEVICES I,6.68965517241379
1783,2018-19,1,CHM423A,57,PHYSICAL CHEMISTRY LABORATORY,8.66666666666667
1784,2018-19,1,MBA666A,15,PROJECT MANAGEMENT,6.8
1785,2018-19,1,AE321A,57,FLIGHT MECHANICS,5.75438596491228
1786,2018-19,1,CHE453A,75,CHEMICAL ENGINEERING DESIGN,5.94666666666667
1787,2018-19,1,MBA712A,23,ORGANIZATIONAL STAFFING,9.21739130434783
1788,2018-19,1,MBA713A,18,PERFORMANCE MANAGEMENT,9
1789,2018-19,1,CS632A,50,TOPICS IN DISTRIBUTED SYSTEMS,7.8
1790,2018-19,1,AE201A,62,INTRODUCTION TO AEROSPACE ENGINEERING,7.74193548387097
1791,2018-19,1,AE451A,50,EXPERIMENTS IN AEROSPACE ENGINEERING III,7.32
1792,2018-19,1,AE461A,52,AIRCRAFT DESIGN-I,7.23076923076923
1793,2018-19,1,ECO101A,132,INTRODUCTION TO ECONOMICS,8.71212121212121
1794,2018-19,1,MTH517A,86,TIME SERIES ANALYSIS,6.67441860465116
1795,2018-19,1,ME359A,29,INTERNAL COMBUSTION ENGINES,7.03448275862069
1796,2018-19,1,MSE682A,33,COMPUTER SIMULATIONS IN MATERIALS SCIENCE,6.36363636363636
1797,2018-19,1,TA202A,415,MANUFACTURING PROCESSES II,6.59759036144578
1798,2018-19,1,AE331A,49,INTRODUCTION TO AEROSPACE STRUCTURES,6.04081632653061
1799,2018-19,1,AE441A,47,ROCKET PROPULSION,7.61702127659575
1800,2018-19,1,DES681A,17,DESIGN PROJECT I,8.47058823529412
1801,2018-19,1,CHE614A,39,INTRODUCTION TO HYDRODYNAMIC STABILITY,7.64102564102564
1802,2018-19,1,PHY543A,33,CONDENSED MATTER PHYSICS I,6.12121212121212
1803,2018-19,1,CE351A,95,SOIL MECHANICS,7.32631578947368
1804,2018-19,1,EE621A,74,REPRESENTATION AND ANALYSIS OF RANDOM SIGNALS,7.97297297297297
1805,2018-19,1,CHE631A,70,CHEMICAL REACTION ENGINEERING,7.57142857142857
1806,2018-19,1,CGS601A,18,FOUNDATIONS OF COGNITIVE SCIENCE,8.33333333333333
1807,2018-19,1,MBA606A,80,ECONOMIC ANALYSIS FOR MANAGEMENT,7.725
1808,2018-19,1,MBA664A,51,SUPPLY CHAIN MANAGEMENT,7.84313725490196
1809,2018-19,1,IME692A,26,ADVANCED STATISTICAL METHODS FOR BUSINESS ANALYTICS,6.61538461538462
1810,2018-19,1,MSE301A,70,PHASE TRANSFORMATIONS,7.05714285714286
1811,2018-19,1,MSE311A,70,PHYSICAL METALLURGY LABORATORY,8.05714285714286
1812,2018-19,1,MSE313A,69,MECHANICAL BEHAVIOUR LABORATORY,8.89855072463768
1813,2018-19,1,IME672A,58,DATA MINING AND KNOWLEDGE DISCOVERY,7.6551724137931
1814,2018-19,1,CHE313A,83,MASS TRANSFER & ITS APPLICATIONS,6.07228915662651
1815,2018-19,1,CS395A,17,UG PROJECT (UGP-I),8.35294117647059
1816,2018-19,1,CS665A,23,SECURE MEMORY SYSTEM,8.17391304347826
1817,2018-19,1,MTH511A,45,STATISTICAL SIMULATION AND DATA ANALYSIS,6.71111111111111
1818,2018-19,1,ME451A,84,ME PROJECT-1,8.69047619047619
1819,2018-19,1,EE651A,22,NONLINEAR SYSTEMS,8.54545454545455
1820,2018-19,1,CS622A,15,ADVANCED COMPUTER ARCHITECTURE,8.26666666666667
1821,2018-19,1,BSE411A,21,BIOMATERIALS,7.04761904761905
1822,2018-19,1,EE641A,21,ADVANCED ENGINEERING ELECTROMAGNETICS,7.80952380952381
1823,2018-19,1,EE642A,22,ANTENNAS ANALYSIS & SYNTHESIS,7.27272727272727
1824,2018-19,1,CE641A,33,PROJECT MANAGEMENT,7.33333333333333
1825,2018-19,1,EE607A,20,WAVELET TRANSFORMS FOR SIGNAL & IMAGE PROCESSING,8.1
1826,2018-19,1,BSE412A,32,"BIOMATERIAL, PHYSIOLOGY & BIO-MEMS LABORATORY",8.125
1827,2018-19,1,EE653A,35,DIGITAL CONTROL,7.94285714285714
1828,2018-19,1,ME631A,55,VISCOUS FLOW THEORY,7.85454545454545
1829,2018-19,1,ME648A,18,COMPUTER AIDED DESIGN OF THERMAL SYSTEMS,8.22222222222222
1830,2018-19,1,EE664A,55,FUNDAMENTALS OF ELECTRIC DRIVES,7.09090909090909
1831,2018-19,1,CE605A,79,PROBABILITY AND STATISTICS FOR CIVIL ENGINEERS,6.35443037974684
1832,2018-19,1,CE311A,101,ENVIRONMENTAL QUALITY AND POLLUTION,6.51485148514851
1833,2018-19,1,CE631A,27,ADVANCED GEOTECHNICAL ENGINEERING,8.22222222222222
1834,2018-19,1,PSY151A,121,INTRODUCTION TO PSYCHOLOGY,5.76859504132231
1835,2018-19,1,PHY431A,76,QUANTUM MECHANICS I,5.71052631578947
1836,2018-19,1,CHM664A,50,MODERN PHYSICAL METHODS IN CHEMISTRY,9.2
1837,2018-19,1,CE640A,16,INFRASTRUCTURE ASSET MANAGEMENT,6.75
1838,2018-19,1,EE392A,16,UNDER GRADUATE PROJECT II,8.5
1839,2018-19,1,ART102A,126,INTRODUCTION TO ART APRECIATION & CRITICISM,7.41269841269841
1840,2018-19,1,ART406A,77,ART CRITICISM: THEORY AND PRACTICE,8.12987012987013
1841,2018-19,1,MTH301A,61,ANALYSIS- I,6.32786885245902
1842,2018-19,1,BSE312A,34,MOLECULAR BIOLOGY LAB,6.17647058823529
1843,2018-19,1,CHE251A,89,INTRODUCTION TO CHE AND PROCESS CALCULATION,6.20224719101124
1844,2018-19,1,CE616A,21,SEDIMENT TRANSPORTATION,6.76190476190476
1845,2018-19,1,MTH430A,23,NUMERICAL ANALYSIS & SCIENTIFIC COMPUTING II,8.43478260869565
1846,2018-19,1,EE677A,47,MIMO WIRELESS COMMUNICATION,8.59574468085106
1847,2018-19,1,TA201A,448,MANUFACTURING PROCESSES I,8.22767857142857
1848,2018-19,1,CHM321A,20,PHYSICAL CHEMISTRY I,5.9
1849,2018-19,1,EE698D,16,SMART GRID TECHNOLOGY,7.375
1850,2018-19,1,MTH676A,30,ECONOMETRICS,7.66666666666667
1851,2018-19,1,PHY421A,74,MATHEMATICAL METHODS I,6.83783783783784
1852,2018-19,1,CHM203A,24,BASIC ORGANIC CHEMISTRY-I,5.5
1853,2018-19,1,CS648A,38,RANDOMIZED ALGORITHMS,7.78947368421053
1854,2018-19,1,CHM611A,55,PHYSICAL ORGANIC CHEMISTRY,8.69090909090909
1855,2018-19,1,IME602A,36,PROBABILITY AND STATISTICS,6.77777777777778
1856,2018-19,1,MBA601A,58,ACCOUNTING & FINANCE,8.72413793103448
1857,2018-19,1,MBA611A,56,ORGANIZATION STRUCTURE AND DESIGN,7.03571428571429
1858,2018-19,1,EE645A,24,MONOLITHIC MICROWAVE ICS,8.33333333333333
1859,2018-19,1,EE684A,20,FIBER-OPTIC COMMUNICATIONS,8.1
1860,2018-19,1,AE686A,19,HELICOPTER THEORY : DYNAMICS AND AEROELASTICITY,8.52631578947369
1861,2018-19,1,CHM646A,24,BIO-INORGANIC CHEMISTRY,7.58333333333333
1862,2018-19,1,ME770A,17,MATERIALS SELECTION IN MECHANICAL DESIGN,8.58823529411765
1863,2018-19,1,ME681A,107,MATHEMATICS FOR ENGINEERS,5.60747663551402
