,Year,Semester,Course,Total Students,Course Name,Average_Grade
1,2014-15,1,CE601,17,STATISTICAL ANALYSIS FOR CIVIL ENGINEERS,7.41176470588235
2,2014-15,1,MTH423A,42,INTRODUCTION TO CONTINUUM MACHANICS,6.14285714285714
3,2014-15,1,MTH401A,39,THEORY OF COMPUTATION,5.53846153846154
4,2014-15,1,MTH517A,23,TIME SERIES ANALYSIS,6.52173913043478
5,2014-15,1,ENG448A,17,LANGAUGES OF SOUTH ASIA,6.94117647058824
6,2014-15,1,ECO261A,21,INTRODUCTION TO MATHEMETICAL ECONOMICS,8.19047619047619
7,2014-15,1,AE201A,28,INTRODUCTION TO AEROSPACE ENGINEERING,8.92857142857143
8,2014-15,1,ME401A,39,ENERGY SYSTEMS-II,5.17948717948718
9,2014-15,1,PSY458A,30,ORGANIZATIONAL AND ADMINISTRATIVE PSYCHOLOGY,7.6
10,2014-15,1,AE321A,15,FLIGHT MECHANICS I,5.33333333333333
11,2014-15,1,BSE211A,41,"ORGAN SYSTEM, PHYSIOLOGY AND ANATOMY",7.31707317073171
12,2014-15,1,ESO207A,20,DATA STRUCTURE & ALGORITHM,6.5
13,2014-15,1,PHI446A,24,PHILOSOPHY OF SCIENCE,7.08333333333333
14,2014-15,1,MTH301A,30,ANALYSIS- I,6.06666666666667
15,2014-15,1,CE441A,40,CONSTRUCTION MANAGEMENT,5.75
16,2014-15,1,CE481A,15,TRANSPORTATION FACILITIES DESIGN,6.53333333333333
17,2014-15,1,PHY102A,402,PHYSICS-I,7.14925373134328
18,2014-15,1,ECO501A,17,ENVIROMENTAL ECONOMICS AND POLICY,7.05882352941176
19,2014-15,1,MSE659A,16,POWDER METALLURGY,5.5
20,2014-15,1,ECO321A,28,MACROECONOMICS-II,7.57142857142857
21,2014-15,1,PSY451A,38,PSYCHOLOGY OF ADJUSTMENT,7
22,2014-15,1,CE442A,19,CIVIL ENGINEERING SYSTEMS ANALYSIS,6.94736842105263
23,2014-15,1,CS201A,27,MATHEMATICS FOR COMPUTER SCIENCE -I,5.18518518518518
24,2014-15,1,EE673A,18,DIGITAL COMMUNICATION NETWORKS,7.11111111111111
25,2014-15,1,ME359A,21,INTERNAL COMBUSTION ENGINES,7.14285714285714
26,2014-15,1,ECO412A,25,INTERNATIONAL ECONOMICS AND FINANCE,6.88
27,2014-15,1,ECO411A,25,INDUSTRIAL ECONOMICS,7.92
28,2014-15,1,ART402A,37,MODERN ART,6.43243243243243
29,2014-15,1,CHM203A,18,BASIC ORGANIC CHEMISTRY-I,6.88888888888889
30,2014-15,1,AE441A,20,TURBO-MACHINERY,5.4
31,2014-15,1,AE311A,15,COMPRESSIBLE AERODYNAMICS,5.33333333333333
32,2014-15,1,ESO202A,90,MECHANICS OF SOLIDS,6.33333333333333
33,2014-15,1,PHY461A,16,EXPERIMENTAL PHYSICS I,8.625
34,2014-15,1,ESO208A,93,COMPUTATIONAL METHODS IN ENGINEERING,5.80645161290323
35,2014-15,1,ESO201A,117,THERMODYNAMICS,6.90598290598291
36,2014-15,1,MSE694A,18,NANOSTRUCTURES AND NANOMATERIALS: CHARACTERIZATION AND PROPERTIES,7
37,2014-15,1,MSO203B,194,PARTIAL DIFFERENTIAL EQUATIONS,6.02061855670103
38,2014-15,1,MSE201A,33,THERMODYNAMICS & PHASE EQUILIBRIA,7.51515151515152
39,2014-15,1,EE604A,15,IMAGE PROCESSING,7.06666666666667
40,2014-15,1,EE330A,15,POWER SYSTEMS,5.33333333333333
41,2014-15,1,NT611A,29,NUCLEAR POWER ENGINEERING I,5.24137931034483
42,2014-15,1,EE320A,19,PRINCIPLES OF COMMUNICATION,5.05263157894737
43,2014-15,1,CHE492A,21,UNIT OPERATIONS AND PROCESS CONTROL LABORATORY,8.95238095238095
44,2014-15,1,CHE453A,20,CHEMICAL ENGINEERING DESIGN,5.5
45,2014-15,1,ESO203A,27,INTRODUCTION TO ELECTRICAL ENGINEERING,7.03703703703704
46,2014-15,1,ME451A,21,ME PROJECT-1,8
47,2014-15,1,ECO201A,47,MICROECONOMICS I,7.4468085106383
48,2014-15,1,ART401A,25,APPRECIATING FAR-EASTERN CINEMA,8.56
49,2014-15,1,ESO209A,61,DYNAMICS,5.80327868852459
50,2014-15,1,LIF101A,398,INTRODUCTION TO BIOLOGY,6.4321608040201
51,2014-15,1,AE451A,19,EXPERIMENTS IN AEROSPACE ENGINEERING,7.05263157894737
52,2014-15,1,AE461A,16,AIRCRAFT DESIGN-I,7.375
53,2014-15,1,ART105A,117,INTRODUCTION TO THE ART OF VIDEO MAKING,7.64102564102564
54,2014-15,1,SOC473A,29,INDIAN SOCIETY AND CULTURE,7.31034482758621
55,2014-15,1,TA202A,169,MANUFACTURING PROCESSES II,6.1301775147929
56,2014-15,1,CE361A,18,ENGINEERING HYDROLOGY,6.22222222222222
57,2014-15,1,TA101A,392,ENGINEERING GRAPHICS,7.88775510204082
58,2014-15,1,ESO204A,110,FLUID MECHANICS AND RATE PROCESSES,5.63636363636364
59,2014-15,1,CE451A,17,APPLICATION OF GEOTECHNICAL ENGINEERING,6.70588235294118
60,2014-15,1,ME685A,16,PROGRAMMING AND NUMERICAL ANALYSIS,6.625
61,2014-15,1,ESO205A,38,NATURE AND PROPERTIES OF MATERIALS,7.05263157894737
62,2014-15,1,EEM606A,16,AIR POLLUTION AND ITS CONTROL,7
63,2014-15,1,MSO202A,113,COMPLEX VARIABLES,6.53097345132743
64,2014-15,1,CE211A,38,ENVIRONMENTAL QUALITY & POLLUTION,6.63157894736842
65,2014-15,1,ME641A,16,CONDUCTION AND RADIATION,7.75
66,2014-15,1,TA201A,128,MANUFACTURING PROCESSES I,7.53125
67,2014-15,1,ESO206A,35,PRINCIPLES OF BIOTECHNOLOGY,5.54285714285714
68,2014-15,1,PHY103A,400,PHYSICS-II,6.165
69,2014-15,1,ESC201A,129,INTRODUCTION TO ELECTRONICS,7.55038759689923
70,2014-15,1,PHY224A,16,OPTICS,6.25
71,2014-15,1,MTH101A,786,MATHEMATICS I,6.03562340966921
72,2014-15,1,ME251A,35,ENGINEERING DESIGN AND GRAPHICS,7.08571428571429
73,2014-15,1,PSY152A,49,APPLICATION OF PSYCHOLOGY TO LIFE,7.75510204081633
74,2014-15,1,ART106A,54,ELEMENTS OF VISUAL REPRESENTATION,7.44444444444445
75,2014-15,1,EE200A,40,"SIGNALS, SYSTEMS & NETWORKS",5.9
76,2014-15,1,PHI141A,40,INTRODUCTION TO PHILOSOPHY,5.65
77,2014-15,1,ENG123A,109,INTRODUCTION TO LITERATURE,6.97247706422018
78,2014-15,1,CHM101A,393,CHEMISTRY LABORATORY,9.99491094147583
79,2014-15,1,ESC101A,378,FUNDAMENTAL OF COMPUTING,5.82539682539683
80,2014-15,1,PHY101A,392,PHYSICS LABORATORY,8.03061224489796
81,2014-15,1,PHI142A,118,INTRODUCTION TO LOGIC,7.4406779661017
82,2014-15,1,SOC173A,115,INTRODUCTION TO INDIAN SOCIETY,7.33913043478261
83,2014-15,1,ECO101A,117,INTRODUCTION TO ECONOMICS,7.8974358974359
84,2014-15,1,ENG112C,108,ENGLISH LANGUAGE AND COMMUNICATION SKILLS,6.05555555555555
85,2014-15,1,SOC171A,105,INTRODUCTORY SOCIOLOGY,6.59047619047619
86,2014-15,1,ME681A,15,MATHEMATICAL METHODS IN ENGINEERING,8
87,2014-15,1,VLM601,38,PRODUCT DESIGN AND NEW PRODUCT MANAGEMENT,8.57894736842105
88,2014-15,1,VLM604,38,AUTOMATION & ROBOTICS IN MANUFACTURING,8.36842105263158
89,2014-15,1,VLM605,38,COMPUTER INTEGRATED MANUFACTURING SYSTEMS,8.31578947368421
90,2014-15,1,VLM606,38,DATA ANALYSIS AND DECISION MAKING,8.31578947368421
91,2014-15,1,VLM602,38,SUPPLY CHAIN MANAGEMENT,8.10526315789474
92,2014-15,1,VLM603,38,ADVANCE MATERIALS,8.52631578947369
93,2014-15,2,MTH416A,26,REGRESSION ANALYSIS,5.38461538461538
94,2014-15,2,MTH418A,17,INFERENCE -I,6.35294117647059
95,2014-15,2,MTH552A,23,STATISTICAL & AI TECHIQUES IN DATA MINING,6.60869565217391
96,2014-15,2,SOC171A,26,INTRODUCTORY SOCIOLOGY,7.46153846153846
97,2014-15,2,CS656A,17,ALGORITHMIC GAME THEORY,6.94117647058824
98,2014-15,2,ME461A,39,MANUFACTURING SYSTEMS,5.8974358974359
99,2014-15,2,AE421A,20,EXPERIMENTS IN FLIGHT MECHANICS,9
100,2014-15,2,ART406A,24,ART CRITICISM: THEORY AND PRACTICE,7.75
101,2014-15,2,MTH302A,24,MATHEMATICAL LOGIC,6.66666666666667
102,2014-15,2,MTH421A,32,ORDINARY DIFFERENTIAL EQUATIONS,6.8125
103,2014-15,2,MSE676A,17,MATERIALS FAILURE: ANALYSIS AND PREVENTION,6.94117647058824
104,2014-15,2,MSE683A,22,CRYSTALLOGRAPHIC TEXTURE & MECROSTRUCTURAL ENGINEERING,7.18181818181818
105,2014-15,2,MSE689A,21,MULTI FUNCTIONAL OXIDES: THIN FILMS & DEVICE,7.04761904761905
106,2014-15,2,MSE202A,35,RATE PROCESSES,6.4
107,2014-15,2,BSE615A,94,BIOELECTRICITY,7.19148936170213
108,2014-15,2,CE412A,21,WATER SUPPLY AND WASTEWATER DISPOSAL SYSTEMS,6
109,2014-15,2,MBA640A,20,"INTELLECTUAL PROPERTY MANAGEMENT, VALUE CREATION AND VALUE CAPTURE",8.3
110,2014-15,2,ESO201A,38,THERMODYNAMICS,5.21052631578947
111,2014-15,2,EE671A,16,NEURAL NETWORKS,7.875
112,2014-15,2,ME762A,17,INTRODUCTION TO ROBOTICS,6.70588235294118
113,2014-15,2,ECO413A,25,INDIAN ECONOMIC PROBLEMS,5.84
114,2014-15,2,ECO757A,22,NONLINEAR DYNAMICS AND CONTROL IN ECONOMICS AND FINANCE,8.81818181818182
115,2014-15,2,CSO202A,32,"ATOMS, MOLECULES AND PHOTONS",5.5
116,2014-15,2,ENG122A,27,INTRODUCTION TO LINGUISTICS,6
117,2014-15,2,AE211A,29,INCOMPRESSIBLE AERODYNAMICS,5.17241379310345
118,2014-15,2,CE422A,28,PHYSICAL AND ENVIRONMENTAL GEOLOGY,5.64285714285714
119,2014-15,2,PHY692A,15,MEASUREMENT TECHNIQUES,8
120,2014-15,2,ENG439A,15,LITERATURE AND CENSORSHIP,5.73333333333333
121,2014-15,2,MSE203A,35,STRUCTURE & CHARACTERIZATION OF MATERIALS,5.2
122,2014-15,2,MSE304A,19,PRINCIPLES OF METAL EXTRACTION & REFINING,5.89473684210526
123,2014-15,2,EE609A,19,CONVEX OPTIMIZATION IN SIGNAL PROCESSING AND COMMUNICATIONS,6.94736842105263
124,2014-15,2,MTH524A,18,ALGORITHMS,6
125,2014-15,2,PSY451A,21,PSYCHOLOGY OF ADJUSTMENT,7.04761904761905
126,2014-15,2,CSO201A,73,ORGANIC CHEMISTRY: FUNDAMENTALS AND APPLICATIONS,6.43835616438356
127,2014-15,2,ME452A,20,PROJECT II,7.5
128,2014-15,2,EE250A,45,CONTROL SYSTEMS ANALYSIS,6.62222222222222
129,2014-15,2,ESO203A,84,INTRODUCTION TO ELECTRICAL ENGINEERING,7.33333333333333
130,2014-15,2,PHY412A,16,STATISTICAL MECHANICS,5.25
131,2014-15,2,CS771A,27,MACHINE LEARNING TECHNIQUES,6.59259259259259
132,2014-15,2,MSE638A,17,SYMMETRY AND PROPERTIES OF CRYSTALS,6.47058823529412
133,2014-15,2,MSE204A,36,INTRODUCTION OF BIOMATERIALS,5.55555555555555
134,2014-15,2,ART401A,16,APPRECIATING FAR-EASTERN CINEMA,5.875
135,2014-15,2,NT614A,22,NUCLEAR POWER ENGINEERING II,6.18181818181818
136,2014-15,2,ENG438A,15,POSTCOLONIAL LITERATURE,5.73333333333333
137,2014-15,2,PHY102A,400,PHYSICS-I,6.715
138,2014-15,2,CHM631A,32,APPLICATIONS OF MODERN INSTRUMENTAL METHODS,8.3125
139,2014-15,2,PSY454A,16,SOCIAL PSYCHOLOGY,6.75
140,2014-15,2,AE462A,19,AIRCRAFT DESIGN-II,7.47368421052632
141,2014-15,2,SOC479A,22,"POPULATION, ECONOMY AND SOCIETY",6.18181818181818
142,2014-15,2,CE628A,27,DURABILITY OF CONCRETE STRUCTURES,5.55555555555555
143,2014-15,2,CHE611A,22,TRANSPORT PHENOMENA,7.54545454545455
144,2014-15,2,CS203B,23,MATHEMATICS FOR COMPUTER SCIENCE -III,5.39130434782609
145,2014-15,2,ME649A,22,EXPERIMENTAL METHODS IN THERMAL SCIENCES,7.54545454545455
146,2014-15,2,TA201A,167,MANUFACTURING PROCESSES I,7.4251497005988
147,2014-15,2,ESC201A,171,INTRODUCTION TO ELECTRONICS,6.67836257309942
148,2014-15,2,CHE211A,28,FLUID MECHANICS AND ITS APPLICATION,6.28571428571429
149,2014-15,2,PHY103A,394,PHYSICS-II,5.81218274111675
150,2014-15,2,ME752A,18,OPTIMIZATION METHODS IN ENGINEERING DESIGN,7.11111111111111
151,2014-15,2,LIF101A,398,INTRODUCTION TO BIOLOGY,7.10050251256281
152,2014-15,2,ME231A,40,FLUID MECHANICS,6.45
153,2014-15,2,PHI141A,16,INTRODUCTION TO PHILOSOPHY,7.625
154,2014-15,2,EEM613A,15,ATMOSPHERIC PHYSICS AND CHEMISTRY,7.46666666666667
155,2014-15,2,AE747A,21,MOLECULAR GAS DYNAMICS,7.80952380952381
156,2014-15,2,CHE659A,16,PROCESS ENGG. PRINCIPLES IN MICRO. FABRICATION,7.625
157,2014-15,2,CE262A,37,ENGINEERING HYDRAULICS,6.54054054054054
158,2014-15,2,EE210A,43,MICROELECTRONICS-I,5.62790697674419
159,2014-15,2,CHM102A,794,GENERAL CHEMISTRY,7.37027707808564
160,2014-15,2,ECO101A,25,INTRODUCTION TO ECONOMICS,7.44
161,2014-15,2,ME642A,18,CONVECTIVE HEAT AND MASS TRANSFER,7.88888888888889
162,2014-15,2,TA202A,130,MANUFACTURING PROCESSES II,7.38461538461538
163,2014-15,2,PSY151A,21,INTRODUCTION TO PSYCHOLOGY,6.95238095238095
164,2014-15,2,ECO221A,31,MACROECONOMICS I,7.48387096774193
165,2014-15,2,CE242A,40,CIVIL ENGINEERING MATERIALS,5.2
166,2014-15,2,PHY101A,394,PHYSICS LABORATORY,7.80710659898477
167,2014-15,2,TA101A,394,ENGINEERING GRAPHICS,6.94416243654822
168,2014-15,2,MTH102A,704,MATHEMATICS - II,5.51704545454545
169,2014-15,2,ART105A,38,INTRODUCTION TO THE ART OF VIDEO MAKING,7.36842105263158
170,2014-15,2,ECO261A,29,INTRODUCTION TO MATHEMETICAL ECONOMICS,6.75862068965517
171,2014-15,2,CHE221A,27,CHEMICAL ENGINEERING THERMODYNAMICS,6.59259259259259
172,2014-15,2,ME222A,35,NATURE AND PROPERTIES OF MATERIALS,7.88571428571429
173,2014-15,2,AE251A,26,EXPERIMENTS IN AEROSPACE ENGINEERING-I,5.84615384615385
174,2014-15,2,CHE261A,25,CHEMICAL PROCESS INDUSTRIES,7.68
175,2014-15,2,CHM101A,393,CHEMISTRY LABORATORY,9.93384223918575
176,2014-15,2,ESC101A,365,FUNDAMENTAL OF COMPUTING,7.80821917808219
177,2014-15,3,ECO101A,46,INTRODUCTION TO ECONOMICS,7.17391304347826
178,2014-15,3,MBA645A,29,MANAGEMENT INFORMATION SYSTEMS,7.93103448275862
179,2014-15,3,SOC470A,28,SOCIOLOGY OF DEVELOPMENT,5.85714285714286
180,2014-15,3,ESO208A,67,COMPUTATIONAL METHODS IN ENGINEERING,7.16417910447761
181,2014-15,3,SOC171A,19,INTRODUCTORY SOCIOLOGY,6.8421052631579
182,2014-15,3,ECO502A,32,APPLIED GAME THEORY,7.625
183,2014-15,3,MTH102A,154,MATHEMATICS - II,6.28571428571429
184,2014-15,3,MBA665A,18,MANUFACTURING PLANNING AND CONTROL,8.66666666666667
185,2014-15,3,ART401A,35,APPRECIATING FAR-EASTERN CINEMA,7.71428571428571
186,2014-15,3,MBA631A,19,MARKETING MANAGEMENT,6
187,2014-15,3,PSY451A,28,PSYCHOLOGY OF ADJUSTMENT,6.28571428571429
188,2014-15,3,SOC473A,30,INDIAN SOCIETY AND CULTURE,8.13333333333333
189,2014-15,3,MSO203B,28,PARTIAL DIFFERENTIAL EQUATIONS,5.71428571428571
190,2014-15,3,PHY103A,108,PHYSICS-II,6.14814814814815
191,2014-15,3,ART106A,15,ELEMENTS OF VISUAL REPRESENTATION,7.06666666666667
192,2014-15,3,ECO201A,36,MICROECONOMICS I,6.38888888888889
193,2014-15,3,ART105A,28,INTRODUCTION TO THE ART OF VIDEO MAKING,7.78571428571429
194,2014-15,3,ESC201A,40,INTRODUCTION TO ELECTRONICS,6.8
195,2014-15,3,MSO202A,17,COMPLEX VARIABLES,8
196,2014-15,3,CS210A,19,DATA STRUCTURES AND ALGORITHMS,5.89473684210526
197,2014-15,3,ESC101A,134,FUNDAMENTAL OF COMPUTING,6.32835820895522
198,2015-16,1,ME631A,27,VISCOUS FLOW THEORY,7.77777777777778
199,2015-16,1,MTH305A,31,SEVERAL VARIABLE CALCULUS & DEFFERENTIAL GEOMETRY,5.61290322580645
200,2015-16,1,MTH403A,27,COMPLEX ANALYSIS,5.33333333333333
201,2015-16,1,PSY451A,27,PSYCHOLOGY OF ADJUSTMENT,5.7037037037037
202,2015-16,1,PSY454A,23,SOCIAL PSYCHOLOGY,6.52173913043478
203,2015-16,1,MSE693A,17,MATERIALS SCIENCE TECHNOLOGIES FOR APPLICATIONS IN LIFE SCIENCES,5.05882352941176
204,2015-16,1,MBA622A,16,MANUFACTURING STRATEGY,7.125
205,2015-16,1,AE311A,30,COMPRESSIBLE AERODYNAMICS,5.6
206,2015-16,1,AE331A,28,INTRODUCTION TO AEROSPACE STRUCTURES,6.57142857142857
207,2015-16,1,AE321A,39,FLIGHT MECHANICS I,8
208,2015-16,1,PHY407A,19,SPECIAL & GENERAL RELATIVITY,5.78947368421053
209,2015-16,1,BSE611A,24,MODERN INSTRUMENTAL METHODS IN BIOLOGICAL SCIENCES,8.25
210,2015-16,1,SOC473A,19,INDIAN SOCIETY AND CULTURE,7.26315789473684
211,2015-16,1,MSE671A,16,HEAT TREATMENT AND SURFACE HARDENING,6.5
212,2015-16,1,MSO203B,465,PARTIAL DIFFERENTIAL EQUATIONS,5.83225806451613
213,2015-16,1,EE602A,15,STATISTICAL SIGNAL PROCESSING-I,8.53333333333333
214,2015-16,1,SOC486A,18,HUMAN RIGHTS THEORY AND PRACTICE,5.77777777777778
215,2015-16,1,ECO535A,20,PUBLIC ECONOMICS,7
216,2015-16,1,ECO760A,19,MATHEMATICAL ANALYSIS FOR ECONOMICS,5.68421052631579
217,2015-16,1,MTH658A,22,NONLINEAR DYNAMICAL SYSTEMS,6.90909090909091
218,2015-16,1,ESO201A,286,THERMODYNAMICS,6.76923076923077
219,2015-16,1,MTH598A,24,PROJECT-I,9.25
220,2015-16,1,CHM664A,15,MODERN PHYSICAL METHODS IN CHEMISTRY,6.13333333333333
221,2015-16,1,MSE642A,16,MICROSCOPY AND MICROANALYSIS OF MATERIALS,6.375
222,2015-16,1,ESO205A,119,NATURE AND PROPERTIES OF MATERIALS,6.45378151260504
223,2015-16,1,ME361A,37,MANUFACTURING SCIENCE & TECHNOLOGY,7.40540540540541
224,2015-16,1,ME301A,41,ENERGY SYSTEMS I,5.80487804878049
225,2015-16,1,PHY305A,15,PHYSICS OF UNIVERSE,5.86666666666667
226,2015-16,1,ART406A,15,ART CRITICISM: THEORY AND PRACTICE,7.33333333333333
227,2015-16,1,ECO572A,15,PRODUCTIVITY AND EFFICIENCY ANALYSIS,7.86666666666667
228,2015-16,1,CS252A,30,COMPUTING LABORATORY II,6.06666666666667
229,2015-16,1,ESO208A,194,COMPUTATIONAL METHODS IN ENGINEERING,7.05154639175258
230,2015-16,1,CS203B,103,MATHEMATICS FOR COMPUTER SCIENCE -III,7.22330097087379
231,2015-16,1,CS201A,106,MATHEMATICS FOR COMPUTER SCIENCE -I,6.94339622641509
232,2015-16,1,ART401A,16,APPRECIATING FAR-EASTERN CINEMA,8.25
233,2015-16,1,PSY468A,24,SOCIAL COGNITION,6.91666666666667
234,2015-16,1,CHE312A,28,HEAT TRANSFER & ITS APPLICATIONS,5.71428571428571
235,2015-16,1,CHE313A,28,MASS TRANSFER & ITS APPLICATIONS,6.21428571428571
236,2015-16,1,PHI446A,19,PHILOSOPHY OF SCIENCE,6.94736842105263
237,2015-16,1,ESO204A,270,FLUID MECHANICS AND RATE PROCESSES,6.35555555555555
238,2015-16,1,CS653A,21,FUNCTIONAL PROGRAMMING,6
239,2015-16,1,AE684A,23,AIRCRAFT MATERIALS AND PROCESSES,8.08695652173913
240,2015-16,1,ESO209A,170,DYNAMICS,5.50588235294118
241,2015-16,1,CS202A,103,MATHEMATICS FOR COMPUTER SCIENCE -II,6.95145631067961
242,2015-16,1,ESC201A,387,INTRODUCTION TO ELECTRONICS,6.66666666666667
243,2015-16,1,BSE651A,24,CELLULAR MOLECULER BIOLOGY,8.08333333333333
244,2015-16,1,PHY103A,423,PHYSICS-II,6.16548463356974
245,2015-16,1,PHY102A,426,PHYSICS-I,5.76056338028169
246,2015-16,1,AE618A,19,FINITE ELEMENT METHODS FOR FLUID DYNAMICS,7.15789473684211
247,2015-16,1,MTH301A,56,ANALYSIS- I,5.07142857142857
248,2015-16,1,LIF101A,442,INTRODUCTION TO BIOLOGY,6.62443438914027
249,2015-16,1,CHM203A,18,BASIC ORGANIC CHEMISTRY-I,5.33333333333333
250,2015-16,1,ECO523A,30,ECONOMIC GROWTH THEORY AND PRACTICE,7
251,2015-16,1,ENG450A,22,ACADEMIC WRITING,6.81818181818182
252,2015-16,1,SOC479A,22,"POPULATION, ECONOMY AND SOCIETY",6.27272727272727
253,2015-16,1,CE211A,108,ENVIRONMENTAL QUALITY & POLLUTION,6.44444444444445
254,2015-16,1,CE361A,40,ENGINEERING HYDROLOGY,5.5
255,2015-16,1,CE351A,38,SOIL MECHANICS,5.94736842105263
256,2015-16,1,ESC101A,408,FUNDAMENTAL OF COMPUTING,6.86274509803921
257,2015-16,1,EE330A,40,POWER SYSTEMS,6.25
258,2015-16,1,EE380A,40,ELECTRICAL ENGINEERING LAB I,8.25
259,2015-16,1,EE320A,36,PRINCIPLES OF COMMUNICATION,6.16666666666667
260,2015-16,1,MSE301A,34,PHASE TRANSFORMATIONS,5.47058823529412
261,2015-16,1,BSE656A,18,NEUROBIOLOGY,8.55555555555556
262,2015-16,1,PSY458A,21,ORGANIZATIONAL AND ADMINISTRATIVE PSYCHOLOGY,7.42857142857143
263,2015-16,1,ECO101A,103,INTRODUCTION TO ECONOMICS,7.24271844660194
264,2015-16,1,ESO206A,65,PRINCIPLES OF BIOTECHNOLOGY,5.23076923076923
265,2015-16,1,TA202A,386,MANUFACTURING PROCESSES II,5.6580310880829
266,2015-16,1,MTH204A,47,ABSTRACT ALGEBRA,5.19148936170213
267,2015-16,1,MTH610A,26,APPLIED MATRIX THEORY,7.76923076923077
268,2015-16,1,MSE302A,33,MECHANICAL BEHAVIOUR OF MATERIALS,6.12121212121212
269,2015-16,1,PHY431A,28,QUANTUM MECHANICS I,5.92857142857143
270,2015-16,1,MSE201A,74,THERMODYNAMICS & PHASE EQUILIBRIA,6.2972972972973
271,2015-16,1,EE673A,16,DIGITAL COMMUNICATION NETWORKS,6.125
272,2015-16,1,EE604A,28,IMAGE PROCESSING,6.78571428571429
273,2015-16,1,ESO207A,97,DATA STRUCTURE & ALGORITHM,6.8659793814433
274,2015-16,1,MTH101A,842,MATHEMATICS I,6.2874109263658
275,2015-16,1,PHI143A,121,INTRODUCTION TO POLITICAL PHILOSOPHY,7.25619834710744
276,2015-16,1,PSY152A,89,APPLICATION OF PSYCHOLOGY TO LIFE,6.33707865168539
277,2015-16,1,PHY101A,421,PHYSICS LABORATORY,8.66508313539192
278,2015-16,1,ECO301A,33,MICROECONOMICS II,7.21212121212121
279,2015-16,1,TA101A,421,ENGINEERING GRAPHICS,7.03562945368171
280,2015-16,1,AE201A,48,INTRODUCTION TO AEROSPACE ENGINEERING,8.5
281,2015-16,1,ME641A,17,CONDUCTION AND RADIATION,7.29411764705882
282,2015-16,1,MSO202A,291,COMPLEX VARIABLES,6.88659793814433
283,2015-16,1,ME251A,102,ENGINEERING DESIGN AND GRAPHICS,6.31372549019608
284,2015-16,1,PHY401A,28,CLASSICAL MECHANICS,6.21428571428571
285,2015-16,1,EE370A,40,DIGITAL ELECTRONICS,6.15
286,2015-16,1,MSE311A,29,PHYSICAL METALLURGY LABORATORY,8.20689655172414
287,2015-16,1,MSE313A,28,MECHANICAL BEHAVIOUR LABORATORY,8.71428571428571
288,2015-16,1,CE321A,40,ENGINEERING GEOSCIENCES,5.6
289,2015-16,1,CE331A,40,GEOINFORMATICS,5.8
290,2015-16,1,CHE251A,81,INTRODUCTION TO CHE AND PROCESS CALCULATION,7.18518518518518
291,2015-16,1,EE612A,16,FIBER OPTIC SYSTEMS I,7.5
292,2015-16,1,ENG112A,117,ENGLISH LANGUAGE AND COMMUNICATION SKILLS,6.56410256410256
293,2015-16,1,EE601A,15,MATHEMATICAL METHODS IN SIGNAL PROCESSING,7.6
294,2015-16,1,EE621A,25,REPRESENTATION AND ANALYSIS OF RANDOM SIGNALS,7.04
295,2015-16,1,CHE352A,26,CHEMICAL PROCESS SIMULATION LAB,7
296,2015-16,1,ME321A,31,ADVANCE MECHANICS OF SOLIDS,6.7741935483871
297,2015-16,1,ME352A,32,THEORY OF MECHANISMS & MACHINES,9.8125
298,2015-16,1,ECO341A,26,ECONOMETRICS I,6.23076923076923
299,2015-16,1,EE200A,136,"SIGNALS, SYSTEMS & NETWORKS",6.54411764705882
300,2015-16,1,ESO203A,108,INTRODUCTION TO ELECTRICAL ENGINEERING,7.37037037037037
301,2015-16,1,PHY421A,28,MATHEMATICAL METHODS I,6.71428571428571
302,2015-16,1,IME602A,21,PROBABILITY AND STATISTICS,6.28571428571429
303,2015-16,1,BSE211A,31,"ORGAN SYSTEM, PHYSIOLOGY AND ANATOMY",7.48387096774193
304,2015-16,1,PHI141A,78,INTRODUCTION TO PHILOSOPHY,7.46153846153846
305,2015-16,1,PHY224A,29,OPTICS,6.41379310344828
306,2015-16,1,TA201A,402,MANUFACTURING PROCESSES I,7.56716417910448
307,2015-16,1,ECO201A,38,MICROECONOMICS I,6.63157894736842
308,2015-16,1,ART103A,81,INTRODUCTION TO WESTERN ART,7.35802469135802
309,2015-16,1,ME681A,46,MATHEMATICS FOR ENGINEERS,7.65217391304348
310,2015-16,1,EE605A,27,INTRODUCTION TO SIGNAL ANALYSIS,7.85185185185185
311,2015-16,1,PSY151A,121,INTRODUCTION TO PSYCHOLOGY,7.1900826446281
312,2015-16,1,SOC171A,118,INTRODUCTORY SOCIOLOGY,6.77966101694915
313,2015-16,1,ENG124A,121,LANGUAGE AND SOCIETY,7.30578512396694
314,2015-16,1,CHM101A,412,CHEMISTRY LABORATORY,8.03398058252427
315,2015-16,1,SOC171B,115,INTRODUCTORY SOCIOLOGY,7.6695652173913
316,2015-16,1,ART105A,120,INTRODUCTION TO THE ART OF VIDEO MAKING,7.4
317,2015-16,1,AE602A,26,MATHEMATICS FOR AEROSPACE ENGG.,7.76923076923077
318,2015-16,1,AE610A,15,AERODYNAMICS-I,7.73333333333333
319,2015-16,1,MS605A,19,MATERIALS ENGINEERING,7.57894736842105
320,2015-16,1,CE602A,43,ADVANCED MATHEMATICS FOR CIVIL ENGINEERS,6.65116279069768
321,2015-16,1,MS601A,21,STRUCTURAL & MAGNETIC PROPERTIES OF MATERIALS,7.42857142857143
