 2018-19 , 1,  LIF101A , 180001
 2018-19 , 1,  MTH101A , 180001
 2018-19 , 1,  PE101A , 180001
 2018-19 , 1,  PHY101A , 180001
 2018-19 , 1,  PHY102A , 180001
 2018-19 , 1,  SOC173B , 180001
 2018-19 , 1,  TA101A , 180001
 2018-19 , 2,  PHY103A , 180001
 2018-19 , 2,  PE102A , 180001
 2018-19 , 2,  MTH102A , 180001
 2018-19 , 2,  ESC101A , 180001
 2018-19 , 2,  CHM101A , 180001
 2018-19 , 2,  CHM102A , 180001
 2018-19 , 3,  MSO203B , 180001
 2018-19 , 3,  SOC171A , 180001
 2019-20 , 1,  COM200 , 180001
 2019-20 , 1,  ESO204A , 180001
 2019-20 , 1,  MSO202A , 180001
 2019-20 , 1,  PHY224A , 180001
 2019-20 , 1,  PHY421A , 180001
 2019-20 , 1,  TA202A , 180001
 2019-20 , 2,  ESC201A , 180001
 2019-20 , 2,  MTH301A , 180001
 2019-20 , 2,  PHY210A , 180001
 2019-20 , 2,  PHY226B , 180001
 2019-20 , 2,  PHY422A , 180001
 2019-20 , 2,  PSO201A , 180001
 2019-20 , 2,  TA201A , 180001
 2020-21 , 1,  PHY473A , 180001
 2020-21 , 1,  PHY431A , 180001
 2020-21 , 1,  ESO202A , 180001
 2020-21 , 1,  PHY401A , 180001
 2018-19 , 1,  CHM101A , 180002
 2018-19 , 1,  ENG112C , 180002
 2018-19 , 1,  ESC101A , 180002
 2018-19 , 1,  MTH101A , 180002
 2018-19 , 1,  PE101A , 180002
 2018-19 , 1,  PHY103A , 180002
 2018-19 , 2,  TA101A , 180002
 2018-19 , 2,  PHY102A , 180002
 2018-19 , 2,  PHY101A , 180002
 2018-19 , 2,  PE102A , 180002
 2018-19 , 2,  CHM102A , 180002
 2018-19 , 2,  LIF101A , 180002
 2018-19 , 2,  MTH102A , 180002
 2019-20 , 1,  CE241A , 180002
 2019-20 , 1,  COM200 , 180002
 2019-20 , 1,  ESO202A , 180002
 2019-20 , 1,  ESO204A , 180002
 2019-20 , 1,  LIF101A , 180002
 2019-20 , 1,  MSO203B , 180002
 2019-20 , 1,  SOC171C , 180002
 2019-20 , 1,  TA202A , 180002
 2019-20 , 2,  CE242A , 180002
 2019-20 , 2,  CE262A , 180002
 2019-20 , 2,  CE272A , 180002
 2019-20 , 2,  ESC201A , 180002
 2019-20 , 2,  HSO201A , 180002
